Date,Close_INTC,High_INTC,Low_INTC,Open_INTC,Volume_INTC,Period_INTC,Shares_Out_INTC,Market_Cap_INTC,Trailing_PE_INTC,Forward_PE_INTC,Total_Revenue_INTC,PS_Ratio_INTC,Total_Debt_INTC,Cash_Equivalents_INTC,TD_CE_Missing_INTC,Shares_Out_Missing_INTC,PE_Missing_INTC,PS_Missing_INTC,EV_INTC
1999-03-30,17.24155616760254,17.445440893491927,17.10858786810946,17.117452421409,50729200,before_trump,,,-3.936428348767703,17.774800172786122,53100998656,,0.0,0.0,1,1,0,1,
1999-03-31,16.860389709472656,17.516367016781267,16.84266059305891,17.285888503402564,38569200,before_trump,,,-3.8494040432585974,17.381845061312017,53100998656,,0.0,0.0,1,1,0,1,
1999-04-01,17.14405632019043,17.214972788939924,16.86039044519245,17.011087941285126,32888800,before_trump,,,-3.9141681096325183,17.6742848661757,53100998656,,0.0,0.0,1,1,0,1,
1999-04-05,18.083696365356445,18.083696365356445,17.268157117507037,17.28588623159072,56909600,before_trump,,,-4.128697800309691,18.64298594366644,53100998656,,0.0,0.0,1,1,0,1,
1999-04-06,18.500322341918945,18.6066969792467,17.870939071063052,17.97731370839081,70669200,before_trump,,,-4.223817886282864,19.072497259710254,53100998656,,0.0,0.0,1,1,0,1,
1999-04-07,18.739673614501957,18.93469386971437,18.22552930530559,18.642163486895747,65404400,before_trump,,,-4.2784642955483925,19.31925114897109,53100998656,,0.0,0.0,1,1,0,1,
1999-04-08,18.588966369628903,18.91695480819651,18.216655169092704,18.72193465553469,54526400,before_trump,,,-4.244056248773722,19.16388285528753,53100998656,,0.0,0.0,1,1,0,1,
1999-04-09,18.55350875854492,18.81944533893496,18.447134126388907,18.775122575536617,44679200,before_trump,,,-4.235960903777379,19.127328617056616,53100998656,,0.0,0.0,1,1,0,1,
1999-04-12,17.374526977539062,17.720244606173768,17.01994479432398,17.48090163250359,83342600,before_trump,,,-3.966786981173302,17.911883481999034,53100998656,,0.0,0.0,1,1,0,1,
1999-04-13,17.161781311035156,17.87094582802008,16.9667610688643,17.853216715095456,71036800,before_trump,,,-3.9182149111952413,17.692558052613563,53100998656,,0.0,0.0,1,1,0,1,
1999-04-14,16.168947219848633,17.445443052994577,15.95619791432431,17.40998483540719,104478400,before_trump,,,-3.691540461152656,16.669017752421272,53100998656,,0.0,0.0,1,1,0,1,
1999-04-15,16.57672691345215,16.629914272532744,16.027124202952667,16.59445603314568,63876800,before_trump,,,-3.784640847820125,17.089409189125927,53100998656,,0.0,0.0,1,1,0,1,
1999-04-16,16.2398624420166,16.55898637646671,16.013816321781107,16.417153516711107,34904400,before_trump,,,-3.707731151145343,16.742126228883095,53100998656,,0.0,0.0,1,1,0,1,
1999-04-19,15.743447303771973,16.736277313919757,15.601614445179433,16.20440409419773,64349400,before_trump,,,-3.5943943615917746,16.230358045125744,53100998656,,0.0,0.0,1,1,0,1,
1999-04-20,16.044849395751953,16.168953203232906,15.74345443472678,15.956203818979844,39453400,before_trump,,,-3.6632076246009024,16.541081851290674,53100998656,,0.0,0.0,1,1,0,1,
1999-04-21,16.576725006103516,16.87812000621449,15.920747652920811,16.328517358953302,43047400,before_trump,,,-3.784640412352401,17.08940722278713,53100998656,,0.0,0.0,1,1,0,1,
1999-04-22,17.44544219970703,17.480900415560097,16.878110746058024,17.019943609470275,56996800,before_trump,,,-3.982977671165989,17.984991958460856,53100998656,,0.0,0.0,1,1,0,1,
1999-04-23,17.516361236572266,18.012776332345567,17.30361190981228,17.569548568262263,44717000,before_trump,,,-3.9991692320941246,18.058104367600276,53100998656,,0.0,0.0,1,1,0,1,
1999-04-26,18.278717041015625,18.331904384490937,17.729114491770734,17.782301835246045,37821600,before_trump,,,-4.1732230687250285,18.844038186614046,53100998656,,0.0,0.0,1,1,0,1,
1999-04-27,17.658193588256836,18.38508709942002,17.605006258171723,18.172337779079573,36775400,before_trump,,,-4.0315510475472225,18.204323286862717,53100998656,,0.0,0.0,1,1,0,1,
1999-04-28,17.356801986694336,17.977320954553683,17.268156419857284,17.711384254042535,29094000,before_trump,,,-3.962740179610579,17.89361029556117,53100998656,,0.0,0.0,1,1,0,1,
1999-04-29,17.25042152404785,17.48089992056648,16.98448491268021,17.44544170571746,29336200,before_trump,,,-3.9384524027506513,17.78393971551325,53100998656,,0.0,0.0,1,1,0,1,
1999-04-30,17.356801986694336,17.658196913940305,16.824928585672037,17.463176666898796,28045000,before_trump,,,-3.962740179610579,17.89361029556117,53100998656,,0.0,0.0,1,1,0,1,
1999-05-03,17.90639877319336,17.90639877319336,17.285880003825273,17.356796434610196,29665000,before_trump,,,-4.088218897989352,18.460204920817898,53100998656,,0.0,0.0,1,1,0,1,
1999-05-04,17.498626708984375,18.13687449168289,17.463168498834456,17.817750600333635,29221200,before_trump,,,-3.9951202531927796,18.03982134946843,53100998656,,0.0,0.0,1,1,0,1,
1999-05-05,18.16344451904297,18.44724833965301,17.205606624484062,17.507148183882236,35256800,before_trump,,,-4.1469051413340114,18.725200535095844,53100998656,,0.0,0.0,1,1,0,1,
1999-05-06,16.939538955688477,18.145705080282003,16.602521950287343,18.02154092039737,58030600,before_trump,,,-3.8674746474174606,17.463442222359255,53100998656,,0.0,0.0,1,1,0,1,
1999-05-07,17.29429054260254,17.507143349280724,16.921798130915715,17.223339607043144,38797800,before_trump,,,-3.948468160411539,17.82916550783767,53100998656,,0.0,0.0,1,1,0,1,
1999-05-10,17.205604553222656,17.542621549625984,17.0637026600002,17.34750644644511,21220200,before_trump,,,-3.9282202176307437,17.737736652806863,53100998656,,0.0,0.0,1,1,0,1,
1999-05-11,17.68453025817871,17.773218975621933,17.22334892747395,17.365250875383108,28584200,before_trump,,,-4.0375639858855505,18.231474492967745,53100998656,,0.0,0.0,1,1,0,1,
1999-05-12,17.73773193359375,17.8796337890625,17.205599975585937,17.64904327392578,23681000,before_trump,,,-4.049710487121861,18.286321581024485,53100998656,,0.0,0.0,1,1,0,1,
1999-05-13,17.045969009399414,17.87964283191947,17.028231268494732,17.861905091014787,27664200,before_trump,,,-3.8917737464382225,17.57316392721589,53100998656,,0.0,0.0,1,1,0,1,
1999-05-14,16.460613250732422,16.921794225429664,16.30097368256799,16.850843306245473,45267200,before_trump,,,-3.7581308791626533,16.969704382198373,53100998656,,0.0,0.0,1,1,0,1,
1999-05-17,16.868589401245117,16.886327139837384,16.230030811923534,16.33645724347713,30004600,before_trump,,,-3.8512761190057345,17.39029835179909,53100998656,,0.0,0.0,1,1,0,1,
1999-05-18,16.726688385009766,16.992754478090514,16.478360031467734,16.975016738551798,32767400,before_trump,,,-3.8188786267145582,17.244008644339964,53100998656,,0.0,0.0,1,1,0,1,
1999-05-19,16.939538955688477,16.97501442994123,16.38966910477084,16.762161584424724,34605800,before_trump,,,-3.8674746474174606,17.463442222359255,53100998656,,0.0,0.0,1,1,0,1,
1999-05-20,16.371932983398438,17.063704799598373,16.354195244521517,17.01049158296761,42619000,before_trump,,,-3.7378842427850314,16.878281426183957,53100998656,,0.0,0.0,1,1,0,1,
1999-05-21,16.176816940307617,16.425145270531637,16.01717729944932,16.380800925848778,39350400,before_trump,,,-3.6933372009834744,16.677130866296512,53100998656,,0.0,0.0,1,1,0,1,
1999-05-24,15.875274658203123,16.24776713621683,15.751110498865222,16.24776713621683,35671000,before_trump,,,-3.6244919310966037,16.366262534230025,53100998656,,0.0,0.0,1,1,0,1,
