,Date,Time,open,high,low,close,volume,RSI_rsi,SMA_sma,EMA_ema,MACD_macd,MACD_macd_signal,MACD_macd_hist,STOCH_slow_k,STOCH_slow_d,ADX_adx,CCI_cci,ATR_atr,BBANDS_upper_band,BBANDS_middle_band,BBANDS_lower_band
1839,2024-06-07,10:30,118.82366,119.451,118.70602,119.0060059,43795510.0,54.96196,119.9552,119.74712,1.45674,1.90136,-0.44461217,12.99587,22.14839,26.19752,-14.63593,1.66686,123.48564,119.46097,115.4363
1840,2024-06-07,11:30,119.025061,120.792,119.0,120.787,44458280.0,62.047784,119.92164,119.95509,1.44054,1.80919,-0.36865135,36.54152,20.070159,24.79158,26.36173,1.6758,123.26323,119.74687,116.23051
1841,2024-06-07,12:30,120.78,121.69171,120.22101,120.9975,51942430.0,62.79287,119.98109,120.16357,1.42822,1.733,-0.30477583,39.32442,29.6206,24.020245,60.75959,1.66115,123.072937,120.0027124,116.93249
1842,2024-06-07,13:30,120.976,121.47563,119.405,120.2235,45978490.0,58.26344,120.036258,120.17556,1.34055,1.65451,-0.31395727,29.091751,34.9859,22.71391,15.33486,1.6904,122.70022,120.20935,117.71849
1843,2024-06-07,14:30,120.201,120.99399,119.95,120.64,41106510.0,59.93811,120.13187,120.26845,1.28981,1.58157,-0.2917574,34.59815,34.33811,21.50088,13.973,1.64423,122.21633,120.41915,118.62198
1844,2024-06-07,15:30,120.64,121.265,120.5,120.865,41159870.0,60.85195,120.27242,120.38776,1.25331,1.51592,-0.26260844,37.57276,33.75422,20.55736,38.35055,1.58143,122.25362,120.47649,118.69937
1845,2024-06-10,09:30,120.099998,121.25,117.010002,119.93,97470996.0,55.2154,120.2467,120.29621,1.13584,1.4399,-0.30406206,54.34584,42.17225,20.61291,-93.8848,1.77132,122.25145,120.48234,118.71324
1846,2024-06-10,10:30,119.92,122.47,119.56,122.3083,52422800.0,64.27899,120.39862,120.69862,1.22058,1.39604,-0.17545497,97.038369,62.98566,19.85523,81.65448,1.85266,122.51867,120.60276,118.68685
1847,2024-06-10,11:30,122.295,122.73,121.62,122.23,33786036.0,63.82108,120.77637,121.0049003,1.26682,1.3702,-0.10337279,91.25874,80.88098,18.98681,127.7245,1.79961,122.71232,120.67083,118.62935
1848,2024-06-10,12:30,122.23,123.099998,121.89,122.080002,29449166.0,62.89661,121.11792,121.21992,1.27665,1.35149,-0.074838656,83.25128,90.51613,17.94077,128.88893,1.7575,122.79372,120.6962,118.59869
1849,2024-06-10,13:30,122.089401,122.79,121.080002,121.175,27701887.0,57.48621,121.16103,121.21094,1.1976,1.32071,-0.12310699,68.39086,80.96696,17.43694,79.4973,1.7541,122.70944,120.66361,118.61777
1850,2024-06-10,14:30,121.17,122.47,120.53,122.39,33066431.0,62.18878,121.31576,121.44675,1.21895,1.30036,-0.081409605,88.34155,79.99456,17.27239,91.60138,1.76738,122.69858,120.66116,118.62373
1851,2024-06-10,15:30,122.39,122.39,121.4605,121.65,22007126.0,57.9821,121.47426,121.4874,1.16275,1.27283,-0.1100869,76.19051,77.64097,17.11959,93.15015,1.70753,122.76452,120.68921,118.6139
1852,2024-06-11,09:30,122.030197,122.87,120.66,121.026802,66836727.0,54.63056,121.51723,121.39528,1.055753,1.22942,-0.17366566,65.95735,76.8298,17.42896,64.61296,1.74342,122.79498,120.71742,118.63987
1853,2024-06-11,10:30,121.055,121.4,120.010002,120.67,33197756.0,52.75053,121.49557,121.25022,0.93143031,1.16982,-0.23839052,60.098493,67.41545,18.059141,0.11850692,1.71818,122.79228,120.76457,118.73686
1854,2024-06-11,11:30,120.6797,120.78,118.74,120.605,40854838.0,52.39681,121.57057,121.12118,0.81822728,1.099502,-0.28127484,59.031254,61.6957,19.24455,-54.67151,1.74117,122.78469,120.80585,118.827
1855,2024-06-11,12:30,120.61,120.87,119.81,120.28,17406621.0,50.57067,121.3452,120.95294,0.69428464,1.018459,-0.32417399,53.69456,57.6081,20.26236,-35.96613,1.69251,122.75705,120.83985,118.92264
1856,2024-06-11,13:30,120.2899,120.9799,120.040001,120.93,15846329.0,54.022018,121.20076,120.94835,0.64111847,0.94299059,-0.30187212,64.36782,59.031212,21.10058,-11.34446,1.63875,122.77019,120.87827,118.98635
1857,2024-06-11,14:30,120.94,121.29,120.26,120.37,18277076.0,50.73524,121.010757,120.83268,0.54748571,0.86388962,-0.31640391,55.17246,57.74495,21.56834,-11.47227,1.59527,122.75419,120.84972,118.94525
1858,2024-06-11,15:30,120.365,120.99,120.3,120.91,14607752.0,53.6629,120.98131,120.84815,0.51096455,0.7933046,-0.28234006,64.039472,61.19325,22.002693,-12.69679,1.53061,122.6177,120.95371,119.28972
1859,2024-06-12,09:30,123.050003,126.84,122.57,126.84,114185375.0,72.78765,121.47576,122.046518,0.94957599,0.82455888,0.12501711,100.0,73.070643,22.27511,321.41777,1.84485,124.23091,121.34541,118.4599
1860,2024-06-12,10:30,126.835,126.88,124.77,125.54,47269209.0,66.32492,121.90798,122.74521,1.17869,0.89538565,0.28330707,83.53813,82.52587,22.54436,262.36997,1.86379,124.98258,121.58306,118.18353
1861,2024-06-12,11:30,125.54,125.95,125.13,125.58,24754779.0,66.42371,122.41389,123.31217,1.34796,0.98590026,0.36205843,84.029539,89.18922,22.79438,197.28836,1.78923,125.61656,121.81218,118.0077986
1862,2024-06-12,12:30,125.57,126.29,125.48,125.8794,22202179.0,67.19932,122.99271,123.82562,1.4891,1.08654,0.40255732,87.70768,85.091781,23.18195,170.23294,1.71929,126.21288,122.094976,117.97708
1863,2024-06-12,13:30,125.8601,126.11,124.54,125.65,27222005.0,65.94241,123.55327,124.19049,1.56441,1.18211,0.38229294,84.88949,85.54223,22.80422,125.56836,1.70862,126.68257,122.34548,118.0083851
1864,2024-06-12,14:30,125.64,126.16,124.17,124.4401,29826604.0,59.60962,124.015501,124.24042,1.50906,1.2475,0.2615611,70.02585,80.87434,22.17548,90.65682,1.72872,126.89706,122.52423,118.1514
1865,2024-06-12,15:30,124.48,125.7295,124.19,125.27,23271771.0,62.2851,124.49772,124.44633,1.51471,1.30094,0.21376598,80.22112,78.37882,21.59165,82.49249,1.71521,127.14994,122.79123,118.43252
1866,2024-06-13,09:30,129.39999,129.7394,127.4,128.25999,91856606.0,69.99643,125.37439,125.20906,1.74039,1.38883,0.35155717,86.55017,78.93238,22.85089,163.51481,1.91193,128.046533,123.088816,118.1311
1867,2024-06-13,10:30,128.28999,129.059998,127.6,128.0050049,31939114.0,68.70625,126.16272,125.76825,1.87703,1.48647,0.39055823,84.23195,83.66775,24.02018,132.29416,1.87965,128.75639,123.37757,117.99874
1868,2024-06-13,11:30,128.0050049,129.050003,127.72,127.816,24525940.0,67.71003,126.27117,126.1778,1.94762,1.5787,0.36891601,80.62931,83.80381,25.10595,114.65416,1.84039,129.33939,123.66437,117.98934
1869,2024-06-13,12:30,127.815,128.60001,127.16,128.4088,21278424.0,69.21762,126.58992,126.624,2.028015,1.66856,0.35945005,86.28165,83.7143,25.63026,99.70532,1.81179,129.9375,124.026056,118.11461
1870,2024-06-13,13:30,128.4099,128.99001,128.050003,128.84,17185929.0,70.30373,126.95214,127.067201,2.10229,1.75531,0.34698007,90.51206,85.80767,26.28703,103.12875,1.74952,130.56375,124.34856,118.13336
1871,2024-06-13,14:30,128.83,129.72,128.78,129.089996,27268436.0,70.94385,127.30888,127.47176,2.15647,1.83554,0.32092645,93.12033,89.97135,27.2054,107.51456,1.6917,131.13265,124.72056,118.30846
1872,2024-06-13,15:30,129.089996,129.8,128.89999,129.37,19991914.0,71.68014,127.72221,127.85141,2.19668,1.90777,0.28890764,94.052452,92.56162,28.091918,104.46918,1.63515,131.6195,125.13771,118.65593
1873,2024-06-14,09:30,129.94,132.75,128.32001,132.63969,96646990.0,78.52398,128.63328,128.80906,2.46398,2.01901,0.44496564,98.71439,95.29572,29.93123,138.98934,1.83478,132.65318,125.7362,118.81922
1874,2024-06-14,10:30,132.64,132.83501,130.42999,130.6804,45049456.0,67.93028,129.23443,129.18333,2.48902,2.11301,0.37600974,75.13445,89.30043,31.66308,126.048941,1.87551,133.05559,126.23997,119.42435
1875,2024-06-14,11:30,130.6714,131.39999,129.2,130.6703,38365593.0,67.87943,129.50224,129.48073,2.47947,2.1863,0.29316989,75.017874,82.95557,32.15231,94.65423,1.89869,133.25521,126.75948,120.26376
1876,2024-06-14,12:30,130.67,132.19,130.46001,132.032394,28932111.0,71.028408,129.94973,129.99106,2.5524,2.25952,0.29287237,90.73732,80.29655,32.89499,114.24351,1.88664,133.61745,127.3146,121.011754
1877,2024-06-14,13:30,132.029999,132.58,131.56,131.8175,27131550.0,69.86472,130.39434,130.35635,2.5633,2.32028,0.24301965,88.25735,84.67085,33.72304,120.064882,1.82474,133.61631,127.88698,122.15765
1878,2024-06-14,14:30,131.815,132.10001,131.39999,131.82001,28247358.0,69.87091,130.77337,130.64908,2.54283,2.36479,0.17803961,88.25912,89.084595,34.34038,111.014728,1.7444,133.43178,128.43248,123.43318
1879,2024-06-14,15:30,131.82001,132.070007,131.57001,131.98,20092283.0,70.2911,131.12226,130.91526,2.51057,2.39394,0.11662902,84.93374,87.15007,34.91364,102.87889,1.65551,133.86042,128.68948,123.51854
1880,2024-06-17,09:30,132.78,133.73,129.58009,130.25,104654313.0,60.47037,131.25114,130.78221,2.31869,2.37889,-0.060205264,47.031965,73.40827,33.66855,72.96119,1.83369,133.92697,128.92498,123.92299
1881,2024-06-17,10:30,130.3065,131.46001,130.17,131.21001,34285425.0,63.51653,131.45559,130.86777,2.21851,2.34682,-0.12830804,61.64396,64.53655,32.51239,59.25432,1.79485,134.055137,129.20648,124.35782
1882,2024-06-17,11:30,131.22,132.0,130.45,131.98,28985968.0,65.79339,131.38229,131.090215,2.17616,2.31269,-0.136524,73.36374,60.67989,31.74614,70.11227,1.77736,134.25091,129.51151,124.77211
1883,2024-06-17,12:30,131.985,132.46001,131.62,131.94,25974696.0,65.56452,131.52225,131.26017,2.11499,2.27315,-0.15815338,68.48599,67.83123,31.28966,81.72584,1.71041,134.32751,129.82601,125.32451
1884,2024-06-17,13:30,131.94,132.53,131.83,132.074997,21674725.0,65.99452,131.67832,131.42314,2.053737,2.22927,-0.17552841,69.40846,70.4194,30.90537,82.56788,1.63824,134.066587,130.20775,126.34892
1885,2024-06-17,14:30,132.080002,132.58,132.020004,132.25,21273256.0,66.5772,131.7025,131.58851,1.9963,2.18267,-0.18637276,72.64327,70.17924,30.57859,86.66468,1.56122,133.77564,130.55675,127.33787
1886,2024-06-17,15:30,132.24001,132.42999,130.96001,131.089996,24008812.0,59.32136,131.62167,131.48881,1.83601,2.11334,-0.27732754,51.20139,64.41771,29.23939,43.67049,1.5547,133.74506,130.69825,127.65145
1887,2024-06-18,09:30,131.039993,133.71989,130.7701,133.059998,78263233.0,66.081953,131.75944,131.80305,1.84666,2.060004,-0.21334431,85.20975,69.6848,28.81933,95.20376,1.65435,133.89928,130.951,128.0027301
1888,2024-06-18,10:30,133.070007,133.58,132.7,133.47,31207876.0,67.30002,131.925,132.13644,1.86666,2.021336,-0.15467219,94.26061,76.89058,28.42927,138.11475,1.59904,134.0042756,131.2337,128.46313
1889,2024-06-18,11:30,133.46181,134.8,133.32001,134.44569,35425830.0,70.055911,132.39119,132.59829,1.9389,2.0048482,-0.065951174,93.21235,90.89424,28.75375,197.97955,1.59054,134.32463,131.53555,128.74647
1890,2024-06-18,12:30,134.44,135.73,134.25,135.62,34389569.0,73.0047614,132.88119,133.20263,2.067071,2.017293,0.049778049,98.21134,95.2281,29.50204,240.26686,1.58264,134.90813,131.87455,128.84096
1891,2024-06-18,13:30,135.63989,136.33,135.070007,135.875,38022838.0,73.61247,133.31396,133.7371,2.16428,2.04669,0.11758798,93.25914,94.89428,30.46129,229.077092,1.5596,135.4375,132.2138,128.9901
1892,2024-06-18,14:30,135.86501,136.22,135.34,135.72,28647978.0,72.54349,133.73396,134.13368,2.20341,2.078033,0.12537483,90.96283,94.14444,31.35203,183.17607,1.51105,135.82224,132.5313,129.24036
1893,2024-06-18,15:30,135.7101,136.0,135.020004,135.67999,23745246.0,72.25183,134.13452,134.44294,2.20576,2.10358,0.10218484,90.3701,91.53069,31.80844,140.47699,1.47312,136.24959,132.68331,129.11704
1894,2024-06-20,09:30,139.85001,140.75999,136.13,138.1516,146856803.0,78.10758,134.79025,135.18468,2.37964,2.15879,0.22084713,75.36922,85.56739,33.86765,208.22834,1.73076,137.2208,133.056874,128.89295
1895,2024-06-20,10:30,138.16,139.53,137.85001,138.989,45306162.0,79.67277,135.66792,135.94554,2.55555,2.23814,0.31740495,82.82254,82.85395,35.77978,181.54057,1.72713,138.22098,133.47281,128.72464
1896,2024-06-20,11:30,138.98599,139.0,134.070007,134.145,58924575.0,55.12252,135.78848,135.58543,2.27783,2.24608,0.03174952,33.78321,63.99166,34.65233,69.29615,1.95591,138.28757,133.57844,128.86931
1897,2024-06-20,12:30,134.14,134.57001,130.55,131.24001,76306044.0,45.97339,135.5407,134.71635,1.80255,2.15737,-0.35482545,6.75811,41.12129,32.48351,-49.099635,2.10334,138.30835,133.54956,128.79078
1898,2024-06-20,13:30,131.24361,133.3,129.53,133.11031,63217513.0,51.54913,135.39232,134.39514,1.55883,2.037665,-0.47883278,31.88164,24.14099,30.87572,-54.23424,2.22239,138.31192,133.61408,128.91624
1899,2024-06-20,14:30,133.11,133.28999,129.83,131.2984,44957208.0,46.53826,134.91214,133.77579,1.20558,1.87125,-0.66566552,15.74713,18.12896,29.38277,-69.68838,2.31079,138.33431,133.58,128.82569
1900,2024-06-20,15:30,131.2999,132.50999,130.60001,130.72,35806912.0,45.03337,134.33937,133.16463,0.86894246,1.67079,-0.8018453,10.59664,19.40847,27.99645,-76.36063,2.28216,138.29598,133.6035,128.91102
1901,2024-06-21,09:30,127.0,128.78,124.3,125.68,167898676.0,34.54948,133.22381,131.66771,0.19323847,1.37528,-1.18204,8.38395,11.57591,28.72989,-213.09458,2.57772,139.082363,133.327,127.57164
1902,2024-06-21,10:30,125.6401,128.89,125.13,128.28999,57256665.0,42.070569,132.4027,130.99216,-0.13015683,1.074191,-1.20435,24.24054,14.40704,29.35293,-159.60531,2.66217,139.28249,133.1425,127.0025116
1903,2024-06-21,11:30,128.30991,130.63,127.59,129.089996,50080293.0,44.18764,131.39586,130.61173,-0.31822803,0.79570716,-1.11394,29.10082,20.5751,29.03837,-103.60452,2.68916,139.37288,133.0,126.62712
1904,2024-06-21,12:30,129.095993,129.69,126.45,126.85,40958655.0,39.80156,130.047078,129.85938,-0.64064003,0.50843772,-1.14908,15.49208,22.94448,29.069593,-125.63591,2.7285,139.64772,132.73875,125.82977
1905,2024-06-21,13:30,126.84,127.1099,126.019997,126.665,50584726.0,39.45325,129.21597,129.22051,-0.90069892,0.22661039,-1.12731,14.36816,19.65369,29.21905,-132.30231,2.61146,139.85898,132.4595,125.060017
1906,2024-06-21,14:30,126.66,127.19,126.15,126.735,32091365.0,39.66839,128.71541,128.72341,-1.0886,-0.036431757,-1.052169,14.79343,14.88456,29.31309,-115.60199,2.49921,140.035435,132.24175,124.44806
1907,2024-06-21,15:30,126.735,127.07,125.099998,127.059998,40322778.0,40.72155,128.043154,128.39072,-1.19749,-0.26864245,-0.92884276,16.7679,15.30983,29.71372,-106.35437,2.46141,140.042227,131.94175,123.84127
1908,2024-06-24,09:30,122.94,124.46,120.74,120.89,120813827.0,30.010835,126.88667,126.89058,-1.76134,-0.56718213,-1.19416,0.79830505,10.78654,31.10925,-159.23452,2.73703,140.69338,131.31275,121.93211
1909,2024-06-24,10:30,120.85,121.89,118.29,119.82,101678036.0,28.60566,125.67555,125.47646,-2.26839,-0.9074241,-1.36097,7.38773,8.31798,32.83131,-161.52934,2.79867,141.084359,130.58146,120.07857
1910,2024-06-24,11:30,119.825,121.15,119.38,120.76,44960252.0,31.63412,125.12889,124.53317,-2.56482,-1.2389,-1.32591,15.17199,7.78601,34.43037,-135.060351,2.72519,140.89819,129.83846,118.77874
1911,2024-06-24,12:30,120.75,121.32,119.0,119.315,40844824.0,29.55843,124.13167,123.48954,-2.8831,-1.56774,-1.31536,6.82879,9.79617,35.98146,-127.93834,2.69625,140.60511,129.010465,117.41582
1912,2024-06-24,13:30,119.315,119.9292,118.51,118.67,36757889.0,28.65461,122.97389,122.52563,-3.15107,-1.88441,-1.26666,2.53332,8.17803,37.50934,-125.76222,2.60503,140.15423,128.15796,116.1617
1913,2024-06-24,14:30,118.67,120.68,118.3501,120.38,41572729.0,34.38301,122.255,122.096503,-3.18869,-2.14526,-1.043428,14.69759,8.019899,38.43237,-106.49165,2.58538,139.32412,127.39296,115.46181
1914,2024-06-24,15:30,120.37,120.9,118.040001,118.07,40907632.0,30.7869,121.3,121.2912,-3.36611,-2.38943,-0.9766725,0.23827458,5.82306,39.35758,-108.87922,2.60499,137.90208,126.38889,114.87569
1915,2024-06-25,09:30,121.2,122.62,119.32,121.9999,127924813.0,41.91688,120.77388,121.43294,-3.15325,-2.5422,-0.61105177,31.45273,15.46286,39.10218,-66.34337,2.74392,135.62742,125.53943,115.45144
1916,2024-06-25,10:30,121.984,124.35,121.42,124.11,59868901.0,46.85825,120.4461,121.96835,-2.78222,-2.5902,-0.19201708,48.21285,26.63462,37.89098,-29.19566,2.75722,134.33058,125.03768,115.74478
1917,2024-06-25,11:30,124.095001,125.59,123.91,124.57,51742634.0,47.89885,120.85499,122.48868,-2.42312,-2.55678,0.13366202,56.051484,45.23902,36.1386,-0.49885419,2.68027,133.55082,124.70418,115.85754
1918,2024-06-25,12:30,124.57,125.31,123.0401,124.37,40123900.0,47.46368,121.36054,122.86495,-2.13012,-2.47145,0.34133096,69.18034,57.81489,34.83043,-1.77296,2.65096,132.22888,124.26716,116.30545
1919,2024-06-25,13:30,124.36,125.17,123.95,125.1292,28842240.0,49.34506,121.84601,123.3178,-1.81572,-2.34031,0.52458289,77.47761,67.56981,33.6157,16.14241,2.54875,131.25728,123.9587,116.66013
1920,2024-06-25,14:30,125.12,126.36,124.62,126.32,34177398.0,52.23438,122.62434,123.91824,-1.45372,-2.16299,0.70927208,91.69435,79.45077,31.85144,47.57193,2.49098,130.45047,123.7387,117.026941
1921,2024-06-25,15:30,126.32,126.5,125.57,126.25,32599183.0,52.046447,123.46657,124.38459,-1.15911,-1.96221,0.8031028,97.044917,88.73896,30.13939,55.77175,2.37948,130.51644,123.7672,117.017974
1922,2024-06-26,09:30,126.099998,128.12,124.38,125.1399,106119302.0,49.03347,123.99545,124.53565,-1.0036381,-1.7705,0.76685924,70.43555,86.39161,28.2383,53.61655,2.47666,130.070244,123.6097,117.14916
1923,2024-06-26,10:30,125.11,125.86,122.6,123.4104,66126499.0,44.69254,124.58882,124.3106,-1.0083585,-1.61807,0.6097111,53.2778,73.58609,26.79184,15.094118,2.53261,129.27696,123.32572,117.37448
1924,2024-06-26,11:30,123.42,124.99,122.91,124.4501,36856476.0,47.69062,124.86107,124.3385,-0.91762621,-1.47798,0.5603547,63.59233,62.43523,25.44869,25.36248,2.50028,128.96145,123.20573,117.45
1925,2024-06-26,12:30,124.46,124.88,123.12,123.87,31378839.0,46.18626,124.8344,124.2448,-0.88235826,-1.35886,0.47649812,57.83735,58.23583,24.20149,25.71673,2.44741,128.61081,123.065976,117.52114
1926,2024-06-26,13:30,123.87,124.18,123.27,123.5959,22246109.0,45.45662,124.72617,124.11502,-0.86653693,-1.26039,0.39385556,55.11809,58.84926,23.043369,23.34288,2.33759,128.20152,122.90902,117.61653
1927,2024-06-26,14:30,123.5999,124.4499,122.86,124.394,27273395.0,48.030976,124.72883,124.17082,-0.78060049,-1.16443,0.3838336,63.035714,58.66372,22.18686,35.49644,2.28418,127.76915,122.77572,117.78229
1928,2024-06-26,15:30,124.39,126.48,124.22,126.45,37210223.0,54.048019,124.87559,124.62665,-0.54036426,-1.03962,0.49925587,81.022738,66.39218,21.0088986,85.50619,2.28246,128.2126,123.05372,117.89484
1929,2024-06-27,09:30,124.0,126.405,123.75,124.555,72053266.0,48.47689,124.67948,124.61232,-0.49715482,-0.93112706,0.43397225,46.7911,63.61652,19.6415,56.45792,2.31228,128.26533,123.29047,118.31561
1930,2024-06-27,10:30,124.56,124.96,123.33,123.54,35910486.0,45.75634,124.37837,124.39786,-0.53860429,-0.85262251,0.31401822,17.02904,48.28096,18.35049,20.17873,2.26355,128.26721,123.42947,118.59173
1931,2024-06-27,11:30,123.53,124.18,122.94,124.16,30796076.0,47.68759,124.26949,124.35029,-0.51548211,-0.78519443,0.26971232,28.26098,30.69371,17.3809,7.26742,2.19044,128.13154,123.67172,119.2119
1932,2024-06-27,12:30,124.15,124.8,124.029999,124.61,25678151.0,49.10396,124.40278,124.40223,-0.4555948,-0.7192745,0.2636797,36.4131,27.23438,16.19387,33.36903,2.088977,127.80405,123.96872,120.13339
1933,2024-06-27,13:30,124.61,125.080002,124.19,124.53,16594108.0,48.85072,124.41166,124.42778,-0.40986449,-0.6573925,0.24752801,34.96379,33.21263,15.26929,32.75127,2.0033356,127.6439,124.17622,120.70855
1934,2024-06-27,14:30,124.525,125.0,123.87,124.31,20853277.0,48.11588,124.46054,124.40423,-0.38691504,-0.60329701,0.21638197,30.97826,34.11839,14.19005,1.83767,1.94095,126.53316,124.48822,122.44328
1935,2024-06-27,15:30,124.3069,124.38,122.92,124.089996,23652931.0,47.34883,124.51544,124.34138,-0.38207537,-0.55905268,0.17697731,26.99273,30.97826,13.78978,-72.46582,1.9066,126.30488,124.59273,122.88057
1936,2024-06-28,09:30,124.575,127.71,123.42,126.806,78660336.0,56.55646,124.78344,124.8343,-0.15726823,-0.47869579,0.32142756,82.30921,46.76007,14.11434,133.22274,2.076843,126.67481,124.72753,122.78024
1937,2024-06-28,10:30,126.81,127.2,125.11,125.96,45426717.0,53.42253,124.729,125.059443,-0.046832275,-0.39232309,0.34549081,63.91751,57.73982,14.41571,122.10088,2.077783,126.8148,124.79703,122.77925
1938,2024-06-28,11:30,125.955,126.49,124.27,124.705,31025455.0,49.077926,124.74567,124.98856,-0.059888423,-0.32583615,0.26594773,38.041274,61.42267,14.12398,35.69294,2.087941,126.82263,124.81378,122.80492
1939,2024-06-28,12:30,124.705,124.84,122.89,124.084999,34866391.0,47.042518,124.80622,124.80784,-0.11889402,-0.28444773,0.16555371,25.25771,42.4055,13.21927,-64.39845,2.078088,126.78911,124.76157,122.73402
1940,2024-06-28,13:30,124.089996,124.59,123.7701,123.964,20565057.0,46.63601,124.78444,124.63907,-0.17342115,-0.26224241,0.088821261,22.76282,28.68727,12.37919,-45.98577,1.98822,126.5665,124.64376,122.72103
1941,2024-06-28,14:30,123.97,124.42,123.86,123.8745,19840275.0,46.31719,124.70272,124.48616,-0.22130517,-0.25405496,0.032749797,20.42525,22.81526,11.59911,-46.79269,1.8862,126.32578,124.52499,122.7242
1942,2024-06-28,15:30,123.8799,124.69,122.75,123.44,31712827.0,44.71891,124.58161,124.27693,-0.29095963,-0.2614359,-0.029523732,13.91134,19.033137,11.5571,-85.7939,1.89004,126.27677,124.43999,122.60322
1943,2024-07-01,09:30,123.455,123.78,118.83,121.8623,103223013.0,39.40204,124.30964,123.794,-0.46807327,-0.30276337,-0.1653099,34.14748,22.82802,13.23033,-264.49947,2.10861,126.47604,124.36259,122.24914
1944,2024-07-01,10:30,121.88,124.25,121.32,124.099899,44648770.0,48.71517,124.31074,123.85518,-0.42300517,-0.32681173,-0.096193439,59.34571,35.80151,14.45997,-91.58948,2.16728,126.46114,124.34508,122.22902
1945,2024-07-01,11:30,124.095001,124.84,122.82,124.31,34102624.0,49.49996,124.03341,123.94614,-0.36611486,-0.33467236,-0.031442501,61.71168,51.73496,15.19678,-22.69731,2.15676,126.47205,124.36708,122.26211
1946,2024-07-01,12:30,124.32,124.41,122.85,123.71,23718918.0,47.27506,123.78341,123.89892,-0.36523355,-0.34078459,-0.024448956,54.95494,58.67078,15.88097,-52.59999,2.11414,126.46997,124.37278,122.2756
1947,2024-07-01,13:30,123.7,124.5,123.14,124.019897,22398563.0,48.56109,123.70729,123.92311,-0.33565963,-0.3397596,0.0040999754,58.44479,58.37047,16.44827,-31.7787,2.06027,126.45684,124.35408,122.25132
1948,2024-07-01,14:30,124.010002,124.71,123.8,124.2911,19875552.0,49.71697,123.73019,123.99671,-0.28702964,-0.32921361,0.042183972,61.49887,58.29953,16.80865,10.21393,1.97811,126.11621,124.24613,122.37605
1949,2024-07-01,15:30,124.29,124.53,123.544,124.18,18142724.0,49.22894,123.75419,124.033367,-0.25452084,-0.31427505,0.059754214,60.24775,60.063802,17.27846,-4.53413,1.90724,126.092214,124.22738,122.36255
1950,2024-07-02,09:30,121.089996,123.41,121.029999,121.5199,70582013.0,39.28536,123.49257,123.53067,-0.4383524,-0.33909052,-0.099261878,32.13736,51.29466,18.82638,-196.50377,1.99601,126.31918,124.12638,121.93358
1951,2024-07-02,10:30,121.51,122.25,121.19,121.7305,32799393.0,40.31325,123.30262,123.17064,-0.56058436,-0.38338929,-0.17719507,37.86552,43.41688,20.26372,-183.11177,1.92915,126.43331,124.0049038,121.57649
1952,2024-07-02,11:30,121.74,122.64,121.56,122.595,21961386.0,44.46927,123.38403,123.055511,-0.5809986,-0.42291115,-0.15808745,62.64564,44.21617,21.24845,-118.064796,1.8685,126.3903,123.90415,121.41801
1953,2024-07-02,12:30,122.6,123.36,122.46,122.9999,20690800.0,46.35339,123.26181,123.044389,-0.55807191,-0.44994331,-0.10812861,69.38274,56.6313,21.53561,-59.053184,1.79932,126.32619,123.82765,121.32911
1954,2024-07-02,13:30,123.0,123.059998,122.32,122.72,16128516.0,45.2114,123.085144,122.97951,-0.55607779,-0.4711702,-0.084907586,64.72551,65.58463,21.87448,-68.48538,1.72366,126.28118,123.74815,121.21512
1955,2024-07-02,14:30,122.72,122.89,122.13,122.3196,17250237.0,43.5582,122.93066,122.84753,-0.58011897,-0.49295996,-0.087159015,58.0633,64.057183,22.29127,-76.60638,1.65482,126.26149,123.65963,121.057766
1956,2024-07-02,15:30,122.31,122.71,121.78,122.66,18584269.0,45.38655,122.77956,122.81002,-0.56518914,-0.50740579,-0.057783349,63.72721,62.17201,22.86959,-71.79257,1.60305,125.64726,123.45233,121.2574
1957,2024-07-03,09:30,122.044998,122.76,121.36,121.79,55473995.0,41.67112,122.50166,122.60602,-0.61645301,-0.52921524,-0.087237773,19.94758,47.24603,23.63379,-92.29225,1.58855,125.22848,123.24383,121.25918
1958,2024-07-03,10:30,121.8,126.13,121.59,126.039902,60513686.0,59.22911,122.70831,123.2928,-0.31056848,-0.48548588,0.17491741,98.23342,60.63607,22.24846,110.22681,1.79936,125.55949,123.31057,121.061664
1959,2024-07-03,11:30,126.040001,128.0099945,125.65,127.995,47482022.0,64.52022,123.42777,124.23324,0.088586366,-0.37067143,0.4592578,99.78522,72.6554,21.9562,254.78278,1.83941,126.53486,123.50607,120.47729
1960,2024-07-03,12:30,127.985,128.28,126.37,128.28,46680380.0,65.22861,124.15549,125.04259,0.42303971,-0.2119292,0.63496892,100.0,99.33955,21.81334,230.92619,1.84445,127.39657,123.72187,120.047178
1961,2024-07-05,09:30,127.67,128.8452,125.68,127.1157,68987173.0,59.96147,124.65779,125.45721,0.58737629,-0.052068106,0.6394444,77.87005,92.55176,21.19184,174.34087,1.93879,127.84592,123.88394,119.92195
1962,2024-07-05,10:30,127.1196,127.53,126.21,126.955,28729689.0,59.25033,125.097246,125.75677,0.69661707,0.097668929,0.59894814,75.81383,84.56129,20.61474,133.48928,1.89459,128.23349,124.059685,119.88588
1963,2024-07-05,11:30,126.96,128.4696,126.75,128.080002,24476857.0,62.59492,125.6928,126.22142,0.8640095,0.25093704,0.61307246,90.20885,81.29758,20.59183,145.57581,1.88209,128.76385,124.37057,119.97729
