Date,Time,open,high,low,close,volume,RSI_rsi,SMA_sma,CCI_cci,ATR_atr,BBANDS_upper_band,BBANDS_middle_band,BBANDS_lower_band,EMA_ema,MACD_macd,MACD_macd_signal,MACD_macd_hist,STOCH_slow_k,STOCH_slow_d,ADX_adx
2025-01-23,13:30,145.89999,146.72,145.88,146.5899,12121155.0,67.94899,146.32757,58.46016,1.51399,150.36198,143.79588,137.22978,145.74923,2.33704,2.44959,-0.11255612,83.3552,76.28607,35.99127
2025-01-23,14:30,146.59,146.86,146.0,146.48,15219675.0,67.24449,146.31423,55.34341,1.46728,150.2691,144.23338,138.19766,145.89538,2.25808,2.41129,-0.15321172,81.8308,79.6806,35.40905
2025-01-23,15:30,146.47501,147.23,146.070007,147.2,15857774.0,69.47708,146.29533,61.48909,1.44533,150.22631,144.66755,139.10879,146.15631,2.22792,2.37462,-0.14669672,85.67968,83.6219,35.064696
2025-01-24,09:30,148.3575,148.97,145.75999,146.050003,63304737.0,62.18642,146.18332,62.42533,1.57138,149.95182,145.02105,140.09028,146.13505,2.087164,2.31713,-0.22996202,44.38099,70.63049,35.54653
2025-01-24,10:30,146.039993,146.57001,144.92,145.2,27038728.0,57.39249,145.97888,11.42977,1.577,149.49748,145.31455,141.13161,145.94804,1.88529,2.23076,-0.3454663,28.19039,52.75036,35.20856
2025-01-24,11:30,145.19,145.39999,144.14,144.435,22004122.0,53.40242,145.88388,-38.32833,1.55435,149.30181,145.45732,141.61282,145.64543,1.64462,2.11353,-0.46891011,13.61898,28.73012,34.22235
2025-01-24,12:30,144.42999,144.6154,142.62,143.39,25876751.0,48.44751,145.62554,-110.26221,1.58586,149.041381,145.56282,142.084249,145.19434,1.35396,1.96162,-0.60765927,12.12604,17.97847,32.16887
2025-01-24,13:30,143.39,143.57001,141.94009,142.3101,30513147.0,43.91311,145.28444,-176.71438,1.589,148.92175,145.59932,142.27689,144.6175,1.024654,1.77422,-0.74957011,5.26337,10.33613,29.92796
2025-01-24,14:30,142.31,142.85001,141.88,142.035004,20342241.0,42.81378,144.85444,-215.051562,1.54479,148.66217,145.65957,142.65697,144.101,0.73303079,1.56599,-0.83295493,2.18616,6.52519,27.88697
2025-01-24,15:30,142.024994,142.836,141.89999,142.6004,21485810.0,45.81606,144.41117,-162.0096747,1.5013,148.73271,145.47065,142.20858,143.80088,0.54130025,1.36105,-0.81974838,10.16077,5.8701,25.99177
2025-01-27,09:30,124.79,128.39999,123.050003,124.029999,243794418.0,16.036448,141.91672,-488.23668,2.79053,154.25598,144.37189,134.48781,139.8467,-1.096484,0.86954202,-1.96603,3.78085,5.37593,28.96543
2025-01-27,10:30,124.019997,124.96,119.0,119.15,111964137.0,13.54494,138.80006,-347.54478,3.016916,157.69386,142.99143,128.289,135.70736,-2.75644,0.14434541,-2.90079,0.50050557,4.81404,32.037808
2025-01-27,11:30,119.145,121.75,117.26,119.76,119667017.0,15.31607,135.87895,-248.3119,3.12214,159.37774,141.64943,123.92112,132.51789,-3.9769,-0.67990434,-3.297,7.88395,4.055101,35.0080095
2025-01-27,12:30,119.77,121.015404,117.8,117.875,64458183.0,14.33854,132.84283,-186.34092,3.1288,160.47474,140.17467,119.87461,129.58931,-5.038156,-1.55155,-3.4866,1.93944,3.4413,37.76605
2025-01-27,13:30,117.8709,119.96,117.36,118.805,65261226.0,17.14812,129.99506,-147.66529,3.091027,160.80667,138.76202,116.71737,127.43245,-5.73802,-2.38885,-3.34917,4.87227,4.89856,40.35893
2025-01-27,14:30,118.805,119.47,116.7,117.78,78174325.0,16.50556,127.1495,-125.51641,3.068097,160.78837,137.29902,113.80967,125.50196,-6.30272,-3.17162,-3.1311,3.34677,3.38616,42.81581
2025-01-27,15:30,117.78,118.63,117.775,118.51,61664583.0,18.83812,124.50505,-104.89609,2.91002,160.5041,135.96002,111.41594,124.10357,-6.61509,-3.86032,-2.75477,5.60894,4.60933,45.097195
2025-01-28,09:30,121.81,122.2,116.26,121.77,5287864.0,28.45105,122.25338,-82.73726,3.12645,159.62072,134.76277,109.90482,123.63685,-6.52438,-4.39313,-2.13125,18.17881,9.04484,45.43252
2025-01-28,10:30,121.785,121.805,119.36,120.77,2110591.0,27.37978,119.82778,-70.81433,3.077771,158.60169,133.53227,108.46285,123.063484,-6.45873,-4.80625,-1.65248,15.47701,13.088255,45.7439
2025-01-28,11:30,120.765,126.62,120.665,125.72,2665453.0,39.51948,120.015556,-45.47425,3.28329,157.1399,132.52302,107.90614,123.59479,-5.93883,-5.032765,-0.90606066,33.36225,22.33936,44.078928
2025-01-28,12:30,126.015,126.92,124.92,126.315,2507241.0,40.80053,120.81167,-31.67441,3.19162,155.38421,131.50928,107.63434,124.13883,-5.41635,-5.10948,-0.30686514,36.81801,28.55242,42.42701
2025-01-28,13:30,126.065,127.4,125.47,126.99,1067887.0,42.29381,121.615,-24.20798,3.10151,153.458,130.53478,107.61155,124.70906,-4.89143,-5.06587,0.17444446,40.35351,36.84459,40.71656
2025-01-28,14:30,126.76,127.87,126.65,127.39,1454176.0,43.20804,122.67222,-15.46258,2.96711,151.17716,129.54428,107.91139,125.24525,-4.39251,-4.9312,0.53868697,41.87989,39.6838,38.94977
2025-01-28,15:30,127.57,129.0,126.92,129.0,3092915.0,46.85746,123.805,-2.98494,2.90375,148.95618,128.69178,108.42737,125.9962,-3.82313,-4.70959,0.88645149,100.0,60.74447,36.88018
2025-01-29,09:30,126.48,126.89,123.715,124.0,97792943.0,38.56852,124.49611,-24.0062338,3.073839,146.50106,127.63178,108.76249,125.59696,-3.73233,-4.51413,0.78180238,60.75353,67.54448,35.83662
2025-01-29,10:30,123.99,124.35,121.72,122.9816,63385709.0,37.12789,124.99296,-35.5452,3.042136,143.85947,126.55911,109.25874,125.073888,-3.6999,-4.35129,0.65138943,52.7598,71.17111,35.33327
2025-01-29,11:30,122.98,123.23,121.88,122.9984,37340162.0,37.16958,125.12944,-33.38562,2.92127,141.06449,125.53953,110.014561,124.65879,-3.63098,-4.20723,0.5762442,52.89166,55.46833,34.86587
2025-01-29,12:30,122.998,123.4899,120.050003,121.59,53048844.0,35.069943,125.22055,-39.58416,2.95831,138.053449,124.50352,110.95359,124.045031,-3.64796,-4.095373,0.44741255,41.83671,49.16272,34.84852
2025-01-29,13:30,121.59,122.089996,120.3,120.91,37832248.0,34.069293,124.68611,-41.60474,2.87486,134.41313,123.44727,112.48141,123.41803,-3.67394,-4.011086,0.33715045,36.49924,43.74254,34.83242
2025-01-29,14:30,120.91,123.35,120.55,123.15,45222438.0,40.12951,124.33444,-2.22906,2.86951,129.041028,122.47475,115.90847,123.36442,-3.47373,-3.90361,0.42988605,54.081645,44.1392,34.22707
2025-01-29,15:30,123.17,123.81,121.61,123.81,37735388.0,41.82622,123.98111,19.57283,2.82169,129.020299,122.46375,115.9072,123.45354,-3.22463,-3.76782,0.54318351,59.26215,49.94768,33.45223
2025-01-30,09:30,123.080002,124.15,119.45,119.57,90528663.0,34.96982,123.11222,-33.71594,2.95586,129.0012786,122.48475,115.96822,122.67683,-3.33096,-3.68045,0.3494853,2.17842,38.5074,33.31558
2025-01-30,10:30,119.5814,120.4,118.099998,119.054703,64130432.0,34.23531,122.0071886,-81.88669,2.90901,129.031914,122.44948,115.86706,121.9524,-3.41741,-3.62784,0.21042731,8.75875,23.39977,33.51578
2025-01-30,11:30,119.050102,120.89,118.44,119.29,39764703.0,34.90764,121.48386,-74.37667,2.87622,128.93269,122.52023,116.10778,121.41992,-3.42743,-3.58776,0.16032802,10.91745,7.28488,33.45395
2025-01-30,12:30,119.285,120.2,119.11,119.475,23780625.0,35.46624,121.094233,-75.2969,2.74864,128.89481,122.55373,116.21266,121.030938,-3.38146,-3.5465,0.16503711,12.61468,10.76363,33.39653
2025-01-30,13:30,119.48,121.57,119.38,121.455,32649141.0,41.27501,120.92274,-49.11613,2.70873,128.71728,122.73749,116.75769,121.11575,-3.14896,-3.46699,0.3180291,30.77984,18.10399,32.62016
2025-01-30,14:30,121.4543,123.48,121.0,123.415,43926561.0,46.41665,121.12552,-3.6126,2.6924,128.64267,122.98273,117.3228,121.5756,-2.77457,-3.32851,0.55394037,48.76148,30.71867,30.99957
2025-01-30,15:30,123.41,125.0,121.93,124.91,47647645.0,50.011805,121.56997,31.81931,2.71937,128.83051,123.13974,117.44896,122.24248,-2.33036,-3.12888,0.79851946,77.47445,52.33859,28.85896
2025-01-31,09:30,123.81,126.63,123.21,126.186,84699752.0,52.91553,121.9073,67.57905,2.76941,129.1398,123.41054,117.68127,123.031185,-1.85398,-2.8739,1.019913,94.79484,73.67693,27.34104
2025-01-31,10:30,126.18,127.85,125.75,126.75,61031902.0,54.18242,122.23397,101.74996,2.7216,129.29106,123.46204,117.63301,123.77495,-1.41464,-2.58205,1.16741,88.71796,86.99575,26.35708
2025-01-31,11:30,126.74,126.97,124.059998,125.31,44879038.0,50.45002,122.87174,64.62278,2.73505,129.15831,123.41178,117.66526,124.081958,-1.16917,-2.29947,1.1303,73.94871,85.8205,24.73158
