datetime,open,high,low,close,volume,RSI_rsi,SMA_sma,EMA_ema,MACD_macd,MACD_macd_signal,MACD_macd_hist,STOCH_slow_k,STOCH_slow_d,ADX_adx,CCI_cci,ATR_atr,BBANDS_upper_band,BBANDS_middle_band,BBANDS_lower_band,Date,Time
2025-03-21 09:30:00,116.958,117.67,115.42,115.99,44583799,34.23563,118.028634,117.86816,-0.23698107,-0.062630367,-0.17435070,15.61642,40.76391,15.12187,-298.37317,0.96352436,119.95767,118.39517,116.83267,2025-03-21,09:30
2025-03-21 09:45:00,115.98,116.78,115.735,116.084999,11026204,35.099899,117.71474,117.51153,-0.37205740,-0.12451577,-0.24754162,18.21920,29.57434,17.27592,-279.63431,0.96934400,119.97239,118.21792,116.46345,2025-03-21,09:45
2025-03-21 10:00:00,116.074997,116.38,115.5289,115.95,10700578,34.40789,117.47818,117.19922,-0.48441586,-0.19649579,-0.28792007,14.52051,16.11871,19.42795,-240.76875,0.96089780,119.90382,118.029416,116.15501,2025-03-21,10:00
2025-03-21 10:15:00,115.94,117.099998,115.7544,116.4694,10768237,39.36130,117.32033,117.053256,-0.52549184,-0.26229500,-0.26319684,28.75068,20.49680,20.083761,-146.99812,0.98837626,119.76187,117.88239,116.0029023,2025-03-21,10:15
2025-03-21 10:30:00,116.47,116.69,116.040001,116.435,7107491,39.15042,117.14533,116.92960,-0.55442961,-0.32072192,-0.23370769,27.80819,23.69313,20.69273,-122.96322,0.96420664,119.62350,117.74441,115.86532,2025-03-21,10:30
2025-03-21 10:45:00,116.435,116.8,116.019997,116.79,5808526,42.56988,116.97811,116.90168,-0.54246400,-0.36507034,-0.17739366,37.53431,31.36439,21.055240,-93.27930,0.95104948,119.57496,117.66941,115.76386,2025-03-21,10:45
2025-03-21 11:00:00,116.7957,117.050003,116.4,116.445,6000689,40.20529,116.80033,116.81035,-0.55442878,-0.40294203,-0.15148675,28.082222,31.14157,20.93101,-74.73194,0.92954605,119.55810,117.58923,115.62035,2025-03-21,11:00
2025-03-21 11:15:00,116.44,116.61,116.22,116.29,4822768,39.15306,116.54715,116.70628,-0.56984919,-0.43632346,-0.13352573,24.85722,30.15792,21.036122,-82.42556,0.89100701,119.53450,117.50047,115.46645,2025-03-21,11:15
2025-03-21 11:30:00,116.295,116.73,116.27,116.35,4770574,39.80972,116.31160,116.63502,-0.57065057,-0.46318888,-0.10746169,26.57144,26.50363,20.90001,-68.55582,0.86022127,119.42333,117.39041,115.35750,2025-03-21,11:30
2025-03-21 11:45:00,116.34,116.89,116.32,116.6901,5015572,43.53009,116.38939,116.64604,-0.53764456,-0.47808002,-0.059564541,36.28867,29.23911,20.45908,-50.35940,0.83949116,119.37173,117.33047,115.28921,2025-03-21,11:45
2025-03-21 12:00:00,116.69,117.2799,116.44,117.15,5469930,48.19326,116.50772,116.74683,-0.46897109,-0.47625823,0.0072871400,49.42862,37.42958,19.32499,-24.29835,0.83952016,119.23184,117.26261,115.29338,2025-03-21,12:00
2025-03-21 12:15:00,117.19,117.63,117.099998,117.35,6996354,50.12221,116.66328,116.86746,-0.39386840,-0.45978027,0.065911865,55.14287,46.95339,18.20581,8.61022,0.81741149,119.12032,117.21311,115.30590,2025-03-21,12:15
2025-03-21 12:30:00,117.355,117.86,117.3,117.3993,6131317,50.61039,116.76660,116.97383,-0.32660588,-0.43314539,0.10653951,56.55147,53.70765,17.52987,27.39757,0.79902478,118.88276,117.13757,115.39239,2025-03-21,12:30
2025-03-21 12:45:00,117.4,117.99,117.4,117.97,5497843,55.98135,116.93716,117.17307,-0.22465926,-0.39144816,0.16678890,99.22192,70.30542,17.10514,54.012425,0.78414431,118.86615,117.13212,115.39809,2025-03-21,12:45
2025-03-21 13:00:00,117.975,117.975,117.21,117.2651,10715860,48.90692,116.98994,117.19147,-0.19845789,-0.35285011,0.15439222,70.54569,75.43969,16.33842,31.24994,0.78277682,118.80135,117.10087,115.40040,2025-03-21,13:00
2025-03-21 13:15:00,117.27,117.32,116.97,117.065002,4885559,47.087849,117.058833,117.16618,-0.19163020,-0.32060613,0.12897593,62.41533,77.39431,15.17252,3.51239,0.75186408,118.70215,117.053625,115.40510,2025-03-21,13:15
2025-03-21 13:30:00,117.065002,117.48,116.82,117.365,4933018,50.085413,117.17828,117.20594,-0.16016579,-0.28851806,0.12835227,72.043246,68.33476,14.38365,19.91114,0.74530262,118.56281,117.0071246,115.45143,2025-03-21,13:30
